epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,19299,,,,,,,
1,,19299,,0.5620509386062622,,,,,
,0.03,19349,,,,,,,
1,,19349,,0.48597291111946106,,,,,
,0.03,19399,,,,,,,
1,,19399,,0.3423268795013428,,,,,
,0.03,19449,,,,,,,
1,,19449,,0.39746472239494324,,,,,
,0.03,19499,,,,,,,
1,,19499,,0.45207905769348145,,,,,
,0.03,19549,,,,,,,
1,,19549,,0.4743833839893341,,,,,
,0.03,19599,,,,,,,
1,,19599,,0.3469432592391968,,,,,
,0.03,19649,,,,,,,
1,,19649,,0.4526335299015045,,,,,
,0.03,19699,,,,,,,
1,,19699,,0.6087009310722351,,,,,
,0.03,19749,,,,,,,
1,,19749,,0.4523581862449646,,,,,
,0.03,19799,,,,,,,
1,,19799,,0.36167463660240173,,,,,
,0.03,19849,,,,,,,
1,,19849,,0.4942343235015869,,,,,
,0.03,19899,,,,,,,
1,,19899,,0.38840362429618835,,,,,
,0.03,19949,,,,,,,
1,,19949,,0.6095781922340393,,,,,
,0.03,19999,,,,,,,
1,,19999,,0.5419924855232239,,,,,
,0.03,20049,,,,,,,
1,,20049,,0.4035069942474365,,,,,
,0.03,20099,,,,,,,
1,,20099,,0.5419203639030457,,,,,
,0.03,20149,,,,,,,
1,,20149,,0.5770699381828308,,,,,
,0.03,20199,,,,,,,
1,,20199,,0.7194982171058655,,,,,
,0.03,20249,,,,,,,
1,,20249,,0.6366230845451355,,,,,
,0.03,20299,,,,,,,
1,,20299,,0.2759421467781067,,,,,
,0.03,20349,,,,,,,
1,,20349,,0.3368633985519409,,,,,
,0.03,20399,,,,,,,
1,,20399,,0.7019476890563965,,,,,
,0.03,20449,,,,,,,
1,,20449,,0.6012377142906189,,,,,
,0.03,20499,,,,,,,
1,,20499,,0.5363634824752808,,,,,
,0.03,20549,,,,,,,
1,,20549,,0.4295845627784729,,,,,
,0.03,20599,,,,,,,
1,,20599,,0.37082475423812866,,,,,
,0.03,20649,,,,,,,
1,,20649,,0.3039500117301941,,,,,
,0.03,20699,,,,,,,
1,,20699,,0.4648554027080536,,,,,
,0.03,20749,,,,,,,
1,,20749,,0.3591892123222351,,,,,
,0.03,20799,,,,,,,
1,,20799,,0.43095874786376953,,,,,
,0.03,20849,,,,,,,
1,,20849,,0.3614294230937958,,,,,
,0.03,20899,,,,,,,
1,,20899,,0.44548335671424866,,,,,
,0.03,20949,,,,,,,
1,,20949,,0.36111950874328613,,,,,
,0.03,20999,,,,,,,
1,,20999,,0.37046098709106445,,,,,
,0.03,21049,,,,,,,
1,,21049,,0.33897748589515686,,,,,
,0.03,21099,,,,,,,
1,,21099,,0.412797212600708,,,,,
,0.03,21149,,,,,,,
1,,21149,,0.6078352928161621,,,,,
,0.03,21199,,,,,,,
1,,21199,,0.37835559248924255,,,,,
,0.03,21249,,,,,,,
1,,21249,,0.3963800072669983,,,,,
,0.03,21299,,,,,,,
1,,21299,,0.36405861377716064,,,,,
,0.03,21349,,,,,,,
1,,21349,,0.24533016979694366,,,,,
,0.03,21399,,,,,,,
1,,21399,,0.5111734867095947,,,,,
,0.03,21449,,,,,,,
1,,21449,,0.3607357442378998,,,,,
,0.03,21499,,,,,,,
1,,21499,,0.4489372968673706,,,,,
,0.03,21549,,,,,,,
1,,21549,,0.4266190528869629,,,,,
,0.03,21599,,,,,,,
1,,21599,,0.38516300916671753,,,,,
,0.03,21649,,,,,,,
1,,21649,,0.4793832302093506,,,,,
,0.03,21699,,,,,,,
1,,21699,,0.34409967064857483,,,,,
,0.03,21749,,,,,,,
1,,21749,,0.4513809084892273,,,,,
,0.03,21799,,,,,,,
1,,21799,,0.3595266342163086,,,,,
,0.03,21849,,,,,,,
1,,21849,,0.4951694905757904,,,,,
,0.03,21899,,,,,,,
1,,21899,,0.35782626271247864,,,,,
,0.03,21949,,,,,,,
1,,21949,,0.3221855163574219,,,,,
,0.03,21999,,,,,,,
1,,21999,,0.4558092951774597,,,,,
,0.03,22049,,,,,,,
1,,22049,,0.5215145349502563,,,,,
,0.03,22099,,,,,,,
1,,22099,,0.4624634087085724,,,,,
,0.03,22149,,,,,,,
1,,22149,,0.3735623359680176,,,,,
,0.03,22199,,,,,,,
1,,22199,,0.36242780089378357,,,,,
,0.03,22249,,,,,,,
1,,22249,,0.4442395269870758,,,,,
,0.03,22299,,,,,,,
1,,22299,,0.40858012437820435,,,,,
,0.03,22349,,,,,,,
1,,22349,,0.3262104392051697,,,,,
,0.03,22399,,,,,,,
1,,22399,,0.4274768829345703,,,,,
,0.03,22449,,,,,,,
1,,22449,,0.7103173136711121,,,,,
,0.03,22499,,,,,,,
1,,22499,,0.5715358257293701,,,,,
,0.03,22549,,,,,,,
1,,22549,,0.5259905457496643,,,,,
,0.03,22599,,,,,,,
1,,22599,,0.33358636498451233,,,,,
,0.03,22649,,,,,,,
1,,22649,,0.4394420087337494,,,,,
,0.03,22699,,,,,,,
1,,22699,,0.5174031853675842,,,,,
,0.03,22749,,,,,,,
1,,22749,,0.40784165263175964,,,,,
,0.03,22799,,,,,,,
1,,22799,,0.3423476815223694,,,,,
,0.03,22849,,,,,,,
1,,22849,,0.7778202891349792,,,,,
,0.03,22899,,,,,,,
1,,22899,,0.3193233013153076,,,,,
,0.03,22949,,,,,,,
1,,22949,,0.4250379502773285,,,,,
,0.03,22999,,,,,,,
1,,22999,,0.3444233536720276,,,,,
,0.03,23049,,,,,,,
1,,23049,,0.575739324092865,,,,,
,0.03,23099,,,,,,,
1,,23099,,0.6547757983207703,,,,,
,0.03,23149,,,,,,,
1,,23149,,0.3727729320526123,,,,,
,0.03,23199,,,,,,,
1,,23199,,0.49559876322746277,,,,,
,0.03,23249,,,,,,,
1,,23249,,0.4000433087348938,,,,,
,0.03,23299,,,,,,,
1,,23299,,0.42118361592292786,,,,,
,0.03,23349,,,,,,,
1,,23349,,0.5373366475105286,,,,,
,0.03,23399,,,,,,,
1,,23399,,0.5198970437049866,,,,,
,0.03,23449,,,,,,,
1,,23449,,0.5253554582595825,,,,,
,0.03,23499,,,,,,,
1,,23499,,0.4047604203224182,,,,,
,0.03,23549,,,,,,,
1,,23549,,0.37845203280448914,,,,,
,0.03,23599,,,,,,,
1,,23599,,0.4041365683078766,,,,,
,0.03,23649,,,,,,,
1,,23649,,0.3582267463207245,,,,,
,0.03,23699,,,,,,,
1,,23699,,0.35609790682792664,,,,,
,0.03,23749,,,,,,,
1,,23749,,0.3077363967895508,,,,,
,0.03,23799,,,,,,,
1,,23799,,0.4955715239048004,,,,,
,0.03,23849,,,,,,,
1,,23849,,0.5204748511314392,,,,,
,0.03,23899,,,,,,,
1,,23899,,0.3842725157737732,,,,,
,0.03,23949,,,,,,,
1,,23949,,0.3848482668399811,,,,,
,0.03,23999,,,,,,,
1,,23999,,0.41845157742500305,,,,,
,0.03,24049,,,,,,,
1,,24049,,0.4227859079837799,,,,,
,0.03,24099,,,,,,,
1,,24099,,0.3464811444282532,,,,,
,0.03,24149,,,,,,,
1,,24149,,0.44577136635780334,,,,,
,0.03,24199,,,,,,,
1,,24199,,0.45000746846199036,,,,,
,0.03,24249,,,,,,,
1,,24249,,0.4750361144542694,,,,,
,0.03,24299,,,,,,,
1,,24299,,0.3573434352874756,,,,,
,0.03,24349,,,,,,,
1,,24349,,0.48002761602401733,,,,,
,0.03,24399,,,,,,,
1,,24399,,0.3130897879600525,,,,,
,0.03,24449,,,,,,,
1,,24449,,0.48939329385757446,,,,,
,0.03,24499,,,,,,,
1,,24499,,0.7119364142417908,,,,,
,0.03,24549,,,,,,,
1,,24549,,0.7491071820259094,,,,,
,0.03,24599,,,,,,,
1,,24599,,0.4894275367259979,,,,,
,0.03,24649,,,,,,,
1,,24649,,0.3959409296512604,,,,,
,0.03,24699,,,,,,,
1,,24699,,0.4253227710723877,,,,,
,0.03,24749,,,,,,,
1,,24749,,0.2503405809402466,,,,,
,0.03,24799,,,,,,,
1,,24799,,0.29480767250061035,,,,,
,0.03,24849,,,,,,,
1,,24849,,0.6066781282424927,,,,,
,0.03,24899,,,,,,,
1,,24899,,0.4673767685890198,,,,,
,0.03,24949,,,,,,,
1,,24949,,0.35606032609939575,,,,,
,0.03,24999,,,,,,,
1,,24999,,0.3692355453968048,,,,,
,0.03,25049,,,,,,,
1,,25049,,0.59696364402771,,,,,
,0.03,25099,,,,,,,
1,,25099,,0.6281367540359497,,,,,
,0.03,25149,,,,,,,
1,,25149,,0.5749008655548096,,,,,
,0.03,25199,,,,,,,
1,,25199,,0.5711517333984375,,,,,
,0.03,25249,,,,,,,
1,,25249,,0.4398387670516968,,,,,
,0.03,25299,,,,,,,
1,,25299,,0.4871163070201874,,,,,
,0.03,25349,,,,,,,
1,,25349,,0.40812504291534424,,,,,
,0.03,25399,,,,,,,
1,,25399,,0.31652045249938965,,,,,
,0.03,25449,,,,,,,
1,,25449,,0.5494990348815918,,,,,
,0.03,25499,,,,,,,
1,,25499,,0.2994478940963745,,,,,
,0.03,25549,,,,,,,
1,,25549,,0.533046543598175,,,,,
,0.03,25599,,,,,,,
1,,25599,,0.4253665506839752,,,,,
,0.03,25649,,,,,,,
1,,25649,,0.29523783922195435,,,,,
,0.03,25699,,,,,,,
1,,25699,,0.46962130069732666,,,,,
,0.03,25749,,,,,,,
1,,25749,,0.41705456376075745,,,,,
,0.03,25799,,,,,,,
1,,25799,,0.9654462337493896,,,,,
,0.03,25849,,,,,,,
1,,25849,,0.527347207069397,,,,,
,0.03,25899,,,,,,,
1,,25899,,0.3204943835735321,,,,,
,0.03,25949,,,,,,,
1,,25949,,0.2764357328414917,,,,,
,0.03,25999,,,,,,,
1,,25999,,0.41128817200660706,,,,,
,0.03,26049,,,,,,,
1,,26049,,0.46773460507392883,,,,,
,0.03,26099,,,,,,,
1,,26099,,0.49063223600387573,,,,,
,0.03,26149,,,,,,,
1,,26149,,0.45851755142211914,,,,,
,0.03,26199,,,,,,,
1,,26199,,0.672050952911377,,,,,
,0.03,26249,,,,,,,
1,,26249,,0.408368855714798,,,,,
,0.03,26299,,,,,,,
1,,26299,,0.37417376041412354,,,,,
,0.03,26349,,,,,,,
1,,26349,,0.6142304539680481,,,,,
,0.03,26399,,,,,,,
1,,26399,,0.44086289405822754,,,,,
,0.03,26449,,,,,,,
1,,26449,,0.41321998834609985,,,,,
,0.03,26499,,,,,,,
1,,26499,,0.5121532082557678,,,,,
,0.03,26549,,,,,,,
1,,26549,,0.388048380613327,,,,,
,0.03,26599,,,,,,,
1,,26599,,0.308037668466568,,,,,
,0.03,26649,,,,,,,
1,,26649,,0.46857166290283203,,,,,
,0.03,26699,,,,,,,
1,,26699,,0.5313071608543396,,,,,
,0.03,26749,,,,,,,
1,,26749,,0.4097454845905304,,,,,
,0.03,26799,,,,,,,
1,,26799,,0.6187958121299744,,,,,
,0.03,26849,,,,,,,
1,,26849,,0.5344885587692261,,,,,
,0.03,26899,,,,,,,
1,,26899,,0.4317735433578491,,,,,
,0.03,26949,,,,,,,
1,,26949,,0.3520500063896179,,,,,
,0.03,26999,,,,,,,
1,,26999,,0.5655776858329773,,,,,
,0.03,27049,,,,,,,
1,,27049,,0.3701072931289673,,,,,
,0.03,27099,,,,,,,
1,,27099,,0.5634069442749023,,,,,
,0.03,27149,,,,,,,
1,,27149,,0.3361318111419678,,,,,
,0.03,27199,,,,,,,
1,,27199,,0.4142428934574127,,,,,
,0.03,27249,,,,,,,
1,,27249,,0.3792025148868561,,,,,
,0.03,27299,,,,,,,
1,,27299,,0.39939361810684204,,,,,
,0.03,27349,,,,,,,
1,,27349,,0.23527401685714722,,,,,
,0.03,27399,,,,,,,
1,,27399,,0.2541588842868805,,,,,
,0.03,27449,,,,,,,
1,,27449,,0.6110864877700806,,,,,
,0.03,27499,,,,,,,
1,,27499,,0.6440322995185852,,,,,
,0.03,27549,,,,,,,
1,,27549,,0.41683974862098694,,,,,
,0.03,27599,,,,,,,
1,,27599,,0.5583787560462952,,,,,
,0.03,27649,,,,,,,
1,,27649,,0.4536321759223938,,,,,
,0.03,27699,,,,,,,
1,,27699,,0.4765326678752899,,,,,
,0.03,27749,,,,,,,
1,,27749,,0.5218212604522705,,,,,
,0.03,27799,,,,,,,
1,,27799,,0.42693716287612915,,,,,
,0.03,27849,,,,,,,
1,,27849,,0.40487387776374817,,,,,
,0.03,27899,,,,,,,
1,,27899,,0.5432601571083069,,,,,
,0.03,27949,,,,,,,
1,,27949,,0.46816396713256836,,,,,
,0.03,27999,,,,,,,
1,,27999,,0.31566333770751953,,,,,
,0.03,28049,,,,,,,
1,,28049,,0.340520441532135,,,,,
,0.03,28099,,,,,,,
1,,28099,,0.5017454028129578,,,,,
,0.03,28149,,,,,,,
1,,28149,,0.7135974168777466,,,,,
,0.03,28199,,,,,,,
1,,28199,,0.4823211431503296,,,,,
,0.03,28249,,,,,,,
1,,28249,,0.5771902799606323,,,,,
,0.03,28299,,,,,,,
1,,28299,,0.31257304549217224,,,,,
,0.03,28349,,,,,,,
1,,28349,,0.3482343256473541,,,,,
,0.03,28399,,,,,,,
1,,28399,,0.5748914480209351,,,,,
,0.03,28449,,,,,,,
1,,28449,,0.5109074115753174,,,,,
,0.03,28499,,,,,,,
1,,28499,,0.3296675682067871,,,,,
,0.03,28549,,,,,,,
1,,28549,,0.6019414067268372,,,,,
,0.03,28599,,,,,,,
1,,28599,,0.581327497959137,,,,,
,0.03,28649,,,,,,,
1,,28649,,0.33902305364608765,,,,,
,0.03,28699,,,,,,,
1,,28699,,0.516635537147522,,,,,
,0.03,28749,,,,,,,
1,,28749,,0.3006140887737274,,,,,
,0.03,28799,,,,,,,
1,,28799,,0.42153337597846985,,,,,
,0.03,28849,,,,,,,
1,,28849,,0.3629075586795807,,,,,
,0.03,28899,,,,,,,
1,,28899,,0.572578489780426,,,,,
,0.03,28949,,,,,,,
1,,28949,,0.33158397674560547,,,,,
,0.03,28999,,,,,,,
1,,28999,,0.3387519419193268,,,,,
,0.03,29049,,,,,,,
1,,29049,,0.35666677355766296,,,,,
,0.03,29099,,,,,,,
1,,29099,,0.3202802836894989,,,,,
,0.03,29149,,,,,,,
1,,29149,,0.3152007460594177,,,,,
,0.03,29199,,,,,,,
1,,29199,,0.5160093903541565,,,,,
,0.03,29249,,,,,,,
1,,29249,,0.6911636590957642,,,,,
,0.03,29299,,,,,,,
1,,29299,,0.6670770645141602,,,,,
,0.03,29349,,,,,,,
1,,29349,,0.37984177470207214,,,,,
,0.03,29399,,,,,,,
1,,29399,,0.3569797873497009,,,,,
,0.03,29449,,,,,,,
1,,29449,,0.282328337430954,,,,,
,0.03,29499,,,,,,,
1,,29499,,0.30680298805236816,,,,,
,0.03,29549,,,,,,,
1,,29549,,0.5432083010673523,,,,,
,0.03,29599,,,,,,,
1,,29599,,0.34600088000297546,,,,,
,0.03,29649,,,,,,,
1,,29649,,0.42756661772727966,,,,,
,0.03,29699,,,,,,,
1,,29699,,0.4983343482017517,,,,,
,0.03,29749,,,,,,,
1,,29749,,0.3048623502254486,,,,,
,0.03,29799,,,,,,,
1,,29799,,0.5391719937324524,,,,,
,0.03,29849,,,,,,,
1,,29849,,0.450552761554718,,,,,
,0.03,29899,,,,,,,
1,,29899,,0.434602826833725,,,,,
,0.03,29949,,,,,,,
1,,29949,,0.38049107789993286,,,,,
,0.03,29999,,,,,,,
1,,29999,,0.5388158559799194,,,,,
,0.03,30049,,,,,,,
1,,30049,,0.617750883102417,,,,,
,0.03,30099,,,,,,,
1,,30099,,0.36136743426322937,,,,,
,0.03,30149,,,,,,,
1,,30149,,0.2785535156726837,,,,,
,0.03,30199,,,,,,,
1,,30199,,0.3944472372531891,,,,,
,0.03,30249,,,,,,,
1,,30249,,0.47098442912101746,,,,,
,0.03,30299,,,,,,,
1,,30299,,0.5577000975608826,,,,,
1,,30311,,,0.9547486901283264,6351275.5,2.0929903984069824,1.4399913549423218,0.5635004639625549
1,,30311,0.440742552280426,,,,,,
,0.03,30349,,,,,,,
2,,30349,,0.3701525926589966,,,,,
,0.03,30399,,,,,,,
2,,30399,,0.2791754901409149,,,,,
,0.03,30449,,,,,,,
2,,30449,,0.35170507431030273,,,,,
,0.03,30499,,,,,,,
2,,30499,,0.30439522862434387,,,,,
,0.03,30549,,,,,,,
2,,30549,,0.4967038035392761,,,,,
,0.03,30599,,,,,,,
2,,30599,,0.3594965934753418,,,,,
,0.03,30649,,,,,,,
2,,30649,,0.5422544479370117,,,,,
,0.03,30699,,,,,,,
2,,30699,,0.3518409729003906,,,,,
,0.03,30749,,,,,,,
2,,30749,,0.39736586809158325,,,,,
,0.03,30799,,,,,,,
2,,30799,,0.468264102935791,,,,,
,0.03,30849,,,,,,,
2,,30849,,0.6524426937103271,,,,,
,0.03,30899,,,,,,,
2,,30899,,0.4381255805492401,,,,,
,0.03,30949,,,,,,,
2,,30949,,0.2665145993232727,,,,,
,0.03,30999,,,,,,,
2,,30999,,0.5789181590080261,,,,,
,0.03,31049,,,,,,,
2,,31049,,0.4276491105556488,,,,,
,0.03,31099,,,,,,,
2,,31099,,0.5644845962524414,,,,,
,0.03,31149,,,,,,,
2,,31149,,0.407881498336792,,,,,
,0.03,31199,,,,,,,
2,,31199,,0.41261613368988037,,,,,
,0.03,31249,,,,,,,
2,,31249,,0.4510667622089386,,,,,
